Tarih,Omerli,Darlik,Elmali,Terkos,Buyukcekmece,Sazlidere,Alibey,Kazandere,Pabucdere,Istrancalar,Istanbul_Daily_Consumption
2018-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2742732.0
2018-10-24,6.15,0.0,0.46,3.79,3.18,1.93,4.65,0.41,0.57,0.63,2759300.0
2018-10-25,4.18,0.0,0.42,0.63,1.08,7.23,0.39,0.4,0.29,0.54,2723314.0
2018-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2753327.0
2018-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2786317.0
2018-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2809560.0
2018-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2886665.0
2018-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2799154.0
2018-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2800856.0
2018-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2822162.0
2018-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2789472.0
2018-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2876598.0
2018-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2892952.0
2018-11-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2786750.0
2018-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2738218.0
2018-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,4.2,1.6,2820466.0
2018-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.97,3.5,2779180.0
2018-11-09,2.5,2.1,0.0,0.0,0.0,0.0,0.0,0.0,1.26,0.0,2772497.0
2018-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2781035.0
2018-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2885068.0
2018-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2797819.0
2018-11-13,1.33,0.0,0.0,0.0,2.36,3.5,0.0,0.0,0.0,0.0,2665948.0
2018-11-14,0.0,0.0,0.0,6.67,1.0,1.0,0.0,0.0,0.0,0.0,2727105.0
2018-11-15,16.0,12.5,11.0,47.0,40.7,38.0,34.2,27.0,26.8,41.0,2752050.0
2018-11-16,17.9,15.42,14.89,1.12,0.0,2.0,9.4,0.62,0.5,2.5,2780824.0
2018-11-17,1.3,5.0,0.52,1.36,0.4,6.0,3.13,8.0,8.5,12.0,2797994.0
2018-11-18,1.4,1.2,1.5,1.86,5.0,5.7,3.82,30.0,30.1,17.0,2868624.0
2018-11-19,16.5,14.0,13.0,1.88,28.5,25.3,30.48,2.85,3.7,9.0,2755643.0
2018-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2737149.0
2018-11-21,0.0,0.0,0.55,2.4,0.7,0.4,0.0,16.05,15.54,15.0,2788035.0
2018-11-22,0.03,0.0,0.49,28.8,1.6,3.54,7.52,0.11,0.13,26.9,2768407.0
2018-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2694171.0
2018-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2782898.0
2018-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2845358.0
2018-11-26,0.0,0.0,0.0,1.12,2.6,2.6,15.5,0.0,0.0,0.0,2740123.0
2018-11-27,3.98,5.0,3.5,7.06,10.05,10.52,9.32,7.8,11.5,9.5,2713747.0
2018-11-28,24.0,22.0,16.0,17.18,38.51,39.41,26.96,18.5,20.5,19.5,2741824.0
2018-11-29,10.2,8.55,7.65,2.01,7.13,12.84,14.34,25.0,25.0,35.0,2697797.0
2018-11-30,9.6,8.4,7.6,2.13,4.8,7.1,12.97,3.74,4.17,2.74,2613169.0
2018-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2776535.0
2018-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2840219.0
2018-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2783536.0
2018-12-04,5.0,4.85,0.45,2.26,0.78,1.0,3.8,0.0,0.0,0.0,2742261.0
2018-12-05,27.93,26.5,21.4,15.86,11.2,12.18,17.24,0.0,0.0,7.8,2669824.0
2018-12-06,2.5,2.1,2.0,6.02,0.0,2.7,2.94,0.0,0.0,0.0,2671900.0
2018-12-07,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2710190.0
2018-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2782112.0
2018-12-09,0.0,0.0,0.46,2.49,2.9,1.2,1.31,0.0,0.0,0.0,2838228.0
2018-12-10,31.7,29.1,30.2,41.16,29.4,37.6,42.91,31.0,31.5,30.0,2760547.0
2018-12-11,3.0,2.65,2.1,3.0,1.2,0.59,3.6,2.5,2.61,2.3,2732153.0
2018-12-12,3.18,2.98,0.45,7.44,6.17,6.51,3.53,2.55,2.75,2.95,2697410.0
2018-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2748829.0
2018-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2703558.0
2018-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2776659.0
2018-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2853274.0
2018-12-17,0.0,0.0,0.0,7.91,0.5,1.2,0.0,0.0,0.0,0.0,2692265.0
2018-12-18,18.0,16.45,14.5,30.84,12.35,31.03,50.0,27.8,29.0,25.2,2643264.0
2018-12-19,10.68,4.59,8.4,30.83,3.7,12.34,12.32,0.0,0.0,0.0,2631892.0
2018-12-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2710579.0
2018-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2712906.0
2018-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2733861.0
2018-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2856499.0
2018-12-24,19.63,20.42,12.35,11.21,20.33,20.28,16.19,19.85,21.0,22.0,2757033.0
2018-12-25,9.93,8.97,7.2,3.0,6.7,8.4,7.41,7.8,7.4,8.1,2631219.0
2018-12-26,0.8,0.94,0.41,2.76,0.0,8.42,1.92,0.0,0.0,0.0,2629756.0
2018-12-27,0.0,0.0,0.0,2.77,0.0,0.0,0.0,0.0,0.0,0.0,2706320.0
2018-12-28,0.0,0.0,0.0,2.63,0.0,0.0,0.0,0.0,0.0,0.0,2726285.0
2018-12-29,8.9,6.7,0.42,11.86,2.91,4.42,5.8,6.15,5.98,6.8,2714936.0
2018-12-30,4.95,2.5,0.4,0.62,0.0,0.35,0.65,0.0,0.0,0.0,2731828.0
2018-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2762136.0
2019-01-01,0.0,0.92,0.41,3.27,1.1,1.8,5.2,0.0,0.0,0.0,2709852.0
2019-01-02,0.0,0.0,1.45,3.65,1.5,1.4,4.7,0.0,0.0,0.0,2784507.0
2019-01-03,17.14,17.0,15.0,39.52,30.14,28.93,43.0,24.5,24.65,25.1,2730872.0
2019-01-04,3.55,3.65,3.41,4.0,4.16,7.02,3.25,5.75,5.82,5.8,2624677.0
2019-01-05,9.58,0.89,0.4,13.08,7.27,11.13,11.17,0.0,0.0,0.0,2702988.0
2019-01-06,0.0,0.0,0.0,13.09,0.0,1.49,0.0,0.0,0.0,0.0,2815853.0
2019-01-07,0.8,0.89,0.4,1.88,0.65,0.0,4.31,0.0,0.0,0.0,2614583.0
2019-01-08,3.0,3.0,0.4,1.88,0.0,0.88,3.03,0.0,0.0,0.0,2603902.0
2019-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2718666.0
2019-01-10,2.0,0.92,0.43,8.68,1.1,1.8,6.8,0.0,0.0,0.0,2678683.0
2019-01-11,21.23,18.94,18.41,18.88,21.18,19.52,21.35,0.0,0.0,0.0,2685349.0
2019-01-12,7.48,6.93,6.44,5.8,7.18,7.52,5.23,0.0,0.0,0.0,2714643.0
2019-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2783062.0
2019-01-14,4.05,3.5,0.44,0.66,1.21,0.91,6.0,0.0,0.0,0.0,2701945.0
2019-01-15,9.38,0.91,0.41,1.8,1.33,5.09,4.72,0.0,0.0,0.0,2592168.0
2019-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2705442.0
2019-01-17,0.0,0.0,0.0,0.0,0.0,4.25,0.0,0.0,0.0,0.0,2740761.0
2019-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2710209.0
2019-01-19,0.0,0.0,0.0,0.0,2.1,0.0,1.2,0.0,0.0,0.0,2722779.0
2019-01-20,0.0,0.92,0.43,0.63,0.15,0.0,0.37,0.0,0.0,0.0,2742606.0
2019-01-21,0.0,0.0,0.39,3.54,0.5,1.0,0.75,0.0,0.0,0.0,2675983.0
2019-01-22,0.0,0.0,0.0,0.98,0.5,0.0,0.0,0.0,0.0,0.0,2707985.0
2019-01-23,1.4,1.2,1.0,1.12,4.2,1.2,1.02,0.0,0.0,0.0,2643912.0
2019-01-24,0.84,0.74,0.48,1.12,1.2,1.63,0.95,0.0,0.0,0.0,2642442.0
2019-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2742564.0
2019-01-26,0.0,0.74,0.47,1.76,2.1,1.11,1.65,0.0,0.0,0.0,2688344.0
2019-01-27,2.03,0.73,0.44,1.13,1.1,1.53,1.17,0.0,0.0,0.0,2627996.0
2019-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2713057.0
2019-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2690813.0
2019-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2697998.0
2019-01-31,5.45,5.82,5.41,5.8,6.26,7.55,9.57,5.47,3.84,5.1,2656028.0
2019-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2666198.0
2019-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2677475.0
2019-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2780500.0
2019-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2734002.0
2019-02-05,0.0,0.0,0.0,0.0,1.68,0.0,0.0,0.0,0.0,0.0,2648918.0
2019-02-06,1.53,1.02,1.0,5.68,5.96,3.33,2.75,18.0,22.03,14.0,2577051.0
2019-02-07,3.83,3.52,2.15,10.32,5.2,7.3,13.8,12.6,13.42,14.1,2630866.0
2019-02-08,1.43,1.27,1.15,1.0,1.6,1.3,12.4,6.5,6.0,6.8,2617340.0
2019-02-09,0.0,1.0,0.47,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2660236.0
2019-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2819543.0
2019-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2722290.0
2019-02-12,5.01,4.9,5.11,11.44,12.05,10.37,15.5,7.1,7.2,7.6,2638968.0
2019-02-13,12.43,11.3,10.11,18.16,11.7,10.89,22.5,15.0,15.5,16.0,2593252.0
2019-02-14,0.0,0.0,0.0,2.1,1.2,1.5,1.3,0.0,0.0,0.0,2642255.0
2019-02-15,0.0,0.0,0.0,2.14,0.0,3.62,0.0,0.0,0.0,0.0,2593322.0
2019-02-16,0.0,0.0,0.0,1.63,1.75,1.27,0.0,0.0,0.0,0.0,2712777.0
2019-02-17,0.0,0.0,0.0,1.65,0.08,0.0,0.0,0.0,0.0,0.0,2778924.0
2019-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2703374.0
2019-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2657482.0
2019-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2661384.0
2019-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2661106.0
2019-02-22,3.98,4.1,5.41,14.99,8.54,10.07,8.9,21.4,22.7,23.4,2676525.0
2019-02-23,10.5,9.7,8.9,11.2,4.61,7.3,9.17,5.32,5.15,4.82,2570638.0
2019-02-24,11.95,10.1,9.8,14.34,4.4,16.5,16.7,8.7,8.9,8.5,2694779.0
2019-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2694443.0
2019-02-26,1.53,1.4,0.0,1.2,1.7,0.8,0.0,0.0,0.0,0.0,2680160.0
2019-02-27,6.83,4.2,3.7,2.63,3.52,3.0,5.8,5.2,5.1,4.5,2600453.0
2019-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2702853.0
2019-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2702692.0
2019-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2721876.0
2019-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2828583.0
2019-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2734116.0
2019-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2637973.0
2019-03-06,2.7,2.65,4.2,4.67,2.3,7.0,3.58,0.0,0.0,0.0,2674709.0
2019-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2683389.0
2019-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2722850.0
2019-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2746640.0
2019-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2831656.0
2019-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2722648.0
2019-03-12,15.38,16.91,15.99,43.88,31.17,28.25,45.4,34.29,34.99,35.21,2564893.0
2019-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2613960.0
2019-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2647223.0
2019-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2735370.0
2019-03-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2723946.0
2019-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2811112.0
2019-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2779563.0
2019-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2738862.0
2019-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2690166.0
2019-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2693792.0
2019-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2663711.0
2019-03-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2783471.0
2019-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2928264.0
2019-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2764102.0
2019-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2766713.0
2019-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2719115.0
2019-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2755453.0
2019-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2726703.0
2019-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2779547.0
2019-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2742371.0
2019-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2808925.0
2019-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2786024.0
2019-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2691431.0
2019-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2744616.0
2019-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2821196.0
2019-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2847319.0
2019-04-07,0.63,0.93,0.0,1.91,2.2,1.05,2.0,0.0,0.0,0.0,2856468.0
2019-04-08,4.78,6.1,1.3,1.04,1.2,2.1,1.2,5.2,4.8,2.0,2843810.0
2019-04-09,7.75,6.8,1.98,1.15,1.25,2.77,2.7,0.0,0.0,0.0,2778884.0
2019-04-10,0.45,0.4,0.61,3.0,0.5,0.38,0.8,1.1,1.4,0.7,2722468.0
2019-04-11,1.53,1.65,1.72,2.19,2.0,1.9,1.85,5.0,2.1,4.0,2755801.0
2019-04-12,0.9,1.01,0.44,1.01,1.75,0.61,0.95,0.88,0.59,0.9,2760065.0
2019-04-13,5.33,5.15,4.8,8.01,15.5,15.6,9.87,12.3,9.7,9.7,2784313.0
2019-04-14,0.78,0.91,0.8,3.17,6.22,4.2,1.6,5.7,4.5,10.8,2847131.0
2019-04-15,0.83,0.89,0.4,0.78,0.0,0.0,0.0,0.0,0.0,0.0,2774919.0
2019-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2676164.0
2019-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2819803.0
2019-04-18,1.2,1.5,1.2,4.55,2.6,2.07,6.6,1.7,1.1,1.8,2605985.0
2019-04-19,1.35,0.89,0.4,1.14,0.0,2.21,0.0,0.0,0.0,0.0,2768783.0
2019-04-20,2.03,0.0,0.0,0.0,1.06,2.5,0.0,0.0,0.0,0.0,2759548.0
2019-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2914989.0
2019-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2894128.0
2019-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2838773.0
2019-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2923218.0
2019-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2955038.0
2019-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2929456.0
2019-04-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2968828.0
2019-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3038799.0
2019-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3069006.0
2019-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2982141.0
2019-05-01,0.45,0.89,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,3022182.0
2019-05-02,0.23,0.89,0.78,1.15,2.18,2.3,2.15,2.0,2.01,3.01,2925244.0
2019-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2956661.0
2019-05-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2945832.0
2019-05-05,0.0,0.91,0.42,0.65,1.9,0.0,2.4,0.0,0.0,0.0,3122092.0
2019-05-06,0.0,0.98,0.4,0.64,0.0,0.0,0.0,1.25,1.35,1.41,3085241.0
2019-05-07,13.45,6.6,6.75,18.33,22.56,4.28,21.6,3.7,5.6,4.0,2807832.0
2019-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2790622.0
2019-05-09,0.87,0.99,0.39,1.65,0.0,1.2,1.2,0.0,0.0,0.0,2923277.0
2019-05-10,0.0,0.0,0.0,13.13,0.0,0.0,0.0,0.0,0.0,0.0,2822950.0
2019-05-11,0.0,0.0,0.0,1.06,2.08,4.03,0.0,0.0,0.0,0.0,2897127.0
2019-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2995190.0
2019-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2983438.0
2019-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2962005.0
2019-05-15,0.0,1.0,0.4,0.64,0.0,0.0,0.0,0.0,0.0,0.0,3022563.0
2019-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2988847.0
2019-05-17,3.0,2.88,0.0,1.68,1.01,0.0,0.0,1.4,2.2,1.3,2760154.0
2019-05-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2974346.0
2019-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3063678.0
2019-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3058092.0
2019-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3139184.0
2019-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3108850.0
2019-05-23,13.78,11.2,9.8,3.17,7.3,11.0,4.3,1.0,1.1,1.2,3067239.0
2019-05-24,7.88,6.7,6.8,7.09,9.5,7.01,6.77,9.7,15.5,10.9,2899896.0
2019-05-25,2.9,2.1,0.97,0.65,2.9,0.0,0.9,0.0,0.0,0.0,2920352.0
2019-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3068687.0
2019-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3056622.0
2019-05-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3159383.0
2019-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,0.0,3162993.0
2019-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3162317.0
2019-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3165603.0
2019-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3183122.0
2019-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2993584.0
2019-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3007417.0
2019-06-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2589088.0
2019-06-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2615771.0
2019-06-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2763239.0
2019-06-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2918946.0
2019-06-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2930595.0
2019-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3066782.0
2019-06-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3133176.0
2019-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3070708.0
2019-06-12,2.03,2.1,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3095243.0
2019-06-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3234883.0
2019-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3172139.0
2019-06-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.6,46.8,18.0,3029019.0
2019-06-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3207143.0
2019-06-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3239801.0
2019-06-18,3.18,2.9,0.51,6.81,2.0,3.18,1.38,0.0,0.0,0.0,3245899.0
2019-06-19,0.83,7.43,0.5,4.67,3.0,2.0,0.48,0.0,0.0,0.0,3208401.0
2019-06-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3149027.0
2019-06-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3140060.0
2019-06-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3256319.0
2019-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3235220.0
2019-06-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3286863.0
2019-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3288159.0
2019-06-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3249393.0
2019-06-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3297936.0
2019-06-28,2.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3242440.0
2019-06-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3170235.0
2019-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3141737.0
2019-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3180327.0
2019-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3230222.0
2019-07-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3231863.0
2019-07-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3265540.0
2019-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3247621.0
2019-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3124221.0
2019-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3191102.0
2019-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3242172.0
2019-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3156826.0
2019-07-10,2.98,7.48,0.5,0.0,1.5,0.0,6.3,9.0,8.75,10.05,3112105.0
2019-07-11,8.05,7.61,8.01,7.5,8.1,7.9,7.0,8.9,8.9,13.0,2886795.0
